name,extension,path,dirs
hanover_physt-memory_serves,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\hanover_physt-memory_serves.mp3,electronic
Him___The_Drinks-The_Most_Beautiful_ATM_In_The_Western_Antilles,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Him___The_Drinks-The_Most_Beautiful_ATM_In_The_Western_Antilles.mp3,electronic
HisHeavyHeart-Weightless,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\HisHeavyHeart-Weightless.mp3,electronic
hook-whats_inside_of_us,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\hook-whats_inside_of_us.mp3,electronic
House_of_Pancakes-Trials_and_Tribulations_of_a_Working_Class_Stiff,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\House_of_Pancakes-Trials_and_Tribulations_of_a_Working_Class_Stiff.mp3,electronic
Instinct_s_Bitch-reign,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Instinct_s_Bitch-reign.mp3,electronic
John_Paul_Sharp-Fishing_For_Compliments,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\John_Paul_Sharp-Fishing_For_Compliments.mp3,electronic
Juerg_Jost-SM2,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Juerg_Jost-SM2.mp3,electronic
Kaje-Nothing_s_Changing_feat__Valntine,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Kaje-Nothing_s_Changing_feat__Valntine.mp3,electronic
Komputadora-The_Phenomenon,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Komputadora-The_Phenomenon.mp3,electronic
K_K__ELECTRONICS-WATCH_EMILY_PLAY__TO_SYD_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\K_K__ELECTRONICS-WATCH_EMILY_PLAY__TO_SYD_.mp3,electronic
Loons_in_the_Monastery-IRT__6_Downtown__3AM,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Loons_in_the_Monastery-IRT__6_Downtown__3AM.mp3,electronic
Lucight-Moving_at_the_speed_of_sound,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Lucight-Moving_at_the_speed_of_sound.mp3,electronic
Lucy_in_the_Sky-The_impossible_planet,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Lucy_in_the_Sky-The_impossible_planet.mp3,electronic
Marius_Mellebye-freedom_of_man,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Marius_Mellebye-freedom_of_man.mp3,electronic
Matthew_McCullough-Hmm,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Matthew_McCullough-Hmm.mp3,electronic
Matthew_McCullough-Signals,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Matthew_McCullough-Signals.mp3,electronic
Matt_Taylor_Steel_Razor-The_Quest,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Matt_Taylor_Steel_Razor-The_Quest.mp3,electronic
Meidell_Music_Production-Expose,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Meidell_Music_Production-Expose.mp3,electronic
messyman-OVERDOSE,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\messyman-OVERDOSE.mp3,electronic
Migg-Slow_Motion,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Migg-Slow_Motion.mp3,electronic
millionVALVE-Club_C,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\millionVALVE-Club_C.mp3,electronic
Mimizan-Release,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Mimizan-Release.mp3,electronic
Misnomer-Start_the_Machine_Up,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Misnomer-Start_the_Machine_Up.mp3,electronic
Misnomer-What_You_Become,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Misnomer-What_You_Become.mp3,electronic
Miss_Volatile-Morph,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Miss_Volatile-Morph.mp3,electronic
mo__-Wicked_Street,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\mo__-Wicked_Street.mp3,electronic
NEXUS7-SUMMON,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\NEXUS7-SUMMON.mp3,electronic
number231-Portals_of_Rhythm,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\number231-Portals_of_Rhythm.mp3,electronic
Progenitor__Justin_Hess_-Leave_That_Beach,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Progenitor__Justin_Hess_-Leave_That_Beach.mp3,electronic
randomajestiq-sPIoverburn,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\randomajestiq-sPIoverburn.mp3,electronic
random_access_orkestra-Difference_Detector,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\random_access_orkestra-Difference_Detector.mp3,electronic
RealSmash-Behind_the_Gate,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\RealSmash-Behind_the_Gate.mp3,electronic
RECEPTORS-disconnected,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\RECEPTORS-disconnected.mp3,electronic
Ruined_Hours-Sometimes___,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Ruined_Hours-Sometimes___.mp3,electronic
SCURGE-POPTRONICA,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\SCURGE-POPTRONICA.mp3,electronic
Seluah-Bled,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Seluah-Bled.mp3,electronic
Sonic_Boutique-Opium_Din,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Sonic_Boutique-Opium_Din.mp3,electronic
SPR-Asthmatique,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\SPR-Asthmatique.mp3,electronic
Stuart_Elliott-Solitude,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Stuart_Elliott-Solitude.mp3,electronic
Sunburn-Dysfunction,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Sunburn-Dysfunction.mp3,electronic
Symbiosis-Exetrist__Rapture_Mix_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Symbiosis-Exetrist__Rapture_Mix_.mp3,electronic
Symbiosis-Poema,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Symbiosis-Poema.mp3,electronic
Synthetic_Movements-Speaking_In_Electronic_Tongues,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Synthetic_Movements-Speaking_In_Electronic_Tongues.mp3,electronic
The_Cheaters_Club-anthony,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\The_Cheaters_Club-anthony.mp3,electronic
The_Cheaters_Club-clean_break,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\The_Cheaters_Club-clean_break.mp3,electronic
The_Epitome_of_Sound-Deep_in_Thought,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\The_Epitome_of_Sound-Deep_in_Thought.mp3,electronic
the_FLIR-Marea,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\the_FLIR-Marea.mp3,electronic
the_patty_hearst_project-no_ones_watching,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\the_patty_hearst_project-no_ones_watching.mp3,electronic
The_Weather_Inside-24_7,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\The_Weather_Inside-24_7.mp3,electronic
The_Weather_Inside-Streets_of_Jerusalem,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\The_Weather_Inside-Streets_of_Jerusalem.mp3,electronic
Thomas_Becker-Steps,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Thomas_Becker-Steps.mp3,electronic
Timothy_Allan-Off_the_Mark,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Timothy_Allan-Off_the_Mark.mp3,electronic
Tone_Matrix-Silver,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Tone_Matrix-Silver.mp3,electronic
ToR___garageband_com_toraudio-Fourty_Two,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\ToR___garageband_com_toraudio-Fourty_Two.mp3,electronic
Trudgernaut-The_Power_of_Pure,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Trudgernaut-The_Power_of_Pure.mp3,electronic
Unorganized_Crime-Alessandra,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Unorganized_Crime-Alessandra.mp3,electronic
valderama-Money_Soldier,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\valderama-Money_Soldier.mp3,electronic
Van_der_Waal-Dark_Matters,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Van_der_Waal-Dark_Matters.mp3,electronic
Van_der_Waal-Meeting_in_Secret,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Van_der_Waal-Meeting_in_Secret.mp3,electronic
Verbal_Kint-Seabreeze,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Verbal_Kint-Seabreeze.mp3,electronic
Verbal_Kint-The_Mexican,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Verbal_Kint-The_Mexican.mp3,electronic
Verbal_Kint-The_Temple_ft__Judie_Jay__Smooth_Trip_Mix_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Verbal_Kint-The_Temple_ft__Judie_Jay__Smooth_Trip_Mix_.mp3,electronic
Versus_Us-All_Quiet___,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Versus_Us-All_Quiet___.mp3,electronic
Voxinst-Motor,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Voxinst-Motor.mp3,electronic
Voxinst-Talk2Me,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Voxinst-Talk2Me.mp3,electronic
Waldo-Midnight,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Waldo-Midnight.mp3,electronic
Zerobae-Tausende_Herden,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\Zerobae-Tausende_Herden.mp3,electronic
_States__f_The_Mind_-elephant,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\_States__f_The_Mind_-elephant.mp3,electronic
__The_Membots__-How_Deep_Can_You_Dig_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\electronic\__The_Membots__-How_Deep_Can_You_Dig_.mp3,electronic
3_Blind_Mice-Emily_Has_Compassion_Fatigue,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\3_Blind_Mice-Emily_Has_Compassion_Fatigue.mp3,folkcountry
6_gun_5-Gone_Too_Far,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\6_gun_5-Gone_Too_Far.mp3,folkcountry
Aaron_Cheney-If_He_Were_Alive_Today__He_d_Probably_Be_Dead_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Aaron_Cheney-If_He_Were_Alive_Today__He_d_Probably_Be_Dead_.mp3,folkcountry
Aaron_Cheney-Intimate_Strangers,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Aaron_Cheney-Intimate_Strangers.mp3,folkcountry
Aaron_Wilkinson-Osho_mask,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Aaron_Wilkinson-Osho_mask.mp3,folkcountry
Adam_Keith_Garner-Two_Reasons,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Adam_Keith_Garner-Two_Reasons.mp3,folkcountry
AFTER_ALL_THESE_YEARS-Marie,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\AFTER_ALL_THESE_YEARS-Marie.mp3,folkcountry
Alex_Chu-Refugee,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Alex_Chu-Refugee.mp3,folkcountry
Alyson_Gilbert_and_Southbound-All_The_Man_I_Need,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Alyson_Gilbert_and_Southbound-All_The_Man_I_Need.mp3,folkcountry
American_Cosmos-Enough_s_Enough,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\American_Cosmos-Enough_s_Enough.mp3,folkcountry
Andrew_Michael_Roussis-Who__,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Andrew_Michael_Roussis-Who__.mp3,folkcountry
Andy_Kropf_Band-Cold,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Andy_Kropf_Band-Cold.mp3,folkcountry
Andy_Kropf_Band-Ocean_Street,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Andy_Kropf_Band-Ocean_Street.mp3,folkcountry
Angie_Tucker-The_Healing_Pool,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Angie_Tucker-The_Healing_Pool.mp3,folkcountry
Anjuli_Dawn-Under_the_Name,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Anjuli_Dawn-Under_the_Name.mp3,folkcountry
anne_davis-no__i_m_not_going_anywhere,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\anne_davis-no__i_m_not_going_anywhere.mp3,folkcountry
anne_davis-temple_of_contradictions,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\anne_davis-temple_of_contradictions.mp3,folkcountry
anne_davis-where_the_roads_cross,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\anne_davis-where_the_roads_cross.mp3,folkcountry
Anne_Heaton-Megan_and_Kevin,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Anne_Heaton-Megan_and_Kevin.mp3,folkcountry
Ann_Pence-Dog_s_Life,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Ann_Pence-Dog_s_Life.mp3,folkcountry
Ann_Pence-Out_of_My_Mind,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Ann_Pence-Out_of_My_Mind.mp3,folkcountry
Ann_Pence-Valentine_s_Day,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Ann_Pence-Valentine_s_Day.mp3,folkcountry
Anytown-Feeling_Older,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Anytown-Feeling_Older.mp3,folkcountry
ArtieDeanHarris-What_s_In_her_Genes,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\ArtieDeanHarris-What_s_In_her_Genes.mp3,folkcountry
Big_Blue_Hearts-Feel_So_Right,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Big_Blue_Hearts-Feel_So_Right.mp3,folkcountry
Big_Blue_Hearts-Ordinary_People,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Big_Blue_Hearts-Ordinary_People.mp3,folkcountry
Big_Blue_Hearts-What_would_you_do_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Big_Blue_Hearts-What_would_you_do_.mp3,folkcountry
Billi_Patti-Send_Me_an_Angel,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Billi_Patti-Send_Me_an_Angel.mp3,folkcountry
Bird_and_Tines-Billy_Jones,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Billy_Jones.mp3,folkcountry
Bird_and_Tines-Don_t_You_Worry,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Don_t_You_Worry.mp3,folkcountry
Bird_and_Tines-Girl_s_Night_Out,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Girl_s_Night_Out.mp3,folkcountry
Bird_and_Tines-Hello_America,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Hello_America.mp3,folkcountry
Bird_and_Tines-Honky_Tonks_In_Heaven,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Honky_Tonks_In_Heaven.mp3,folkcountry
Bird_and_Tines-Temporarily_Your_s,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-Temporarily_Your_s.mp3,folkcountry
Bird_and_Tines-That_s_The_Stuff,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bird_and_Tines-That_s_The_Stuff.mp3,folkcountry
Bobby_Brent-Dreamworld,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bobby_Brent-Dreamworld.mp3,folkcountry
Bobby_Brent-With_All_My_Might,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bobby_Brent-With_All_My_Might.mp3,folkcountry
Brookes_and_Hawley-Conga_Song,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Brookes_and_Hawley-Conga_Song.mp3,folkcountry
brooksfoundjake-East,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\brooksfoundjake-East.mp3,folkcountry
Brother_Lowdown-Disappearing_World,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Brother_Lowdown-Disappearing_World.mp3,folkcountry
Bruce_David-Mississippi_Moon,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Bruce_David-Mississippi_Moon.mp3,folkcountry
caffeinedream-I_ll_Take_Austin,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\caffeinedream-I_ll_Take_Austin.mp3,folkcountry
Cat_Caspar-Blue_Without_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Cat_Caspar-Blue_Without_You.mp3,folkcountry
Chelle_Murrey-Everyone_s_Got_Philosophy,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Chelle_Murrey-Everyone_s_Got_Philosophy.mp3,folkcountry
christa_couture-i_will,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\christa_couture-i_will.mp3,folkcountry
Christopher_Dale-At_Ease,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Christopher_Dale-At_Ease.mp3,folkcountry
Christopher_Dallman-The_7th_of_September,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Christopher_Dallman-The_7th_of_September.mp3,folkcountry
Christopher_Sauter-Something_About_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Christopher_Sauter-Something_About_You.mp3,folkcountry
Chris_Crase_w_The_Rails-Factual_Fiction,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Chris_Crase_w_The_Rails-Factual_Fiction.mp3,folkcountry
Colin_McConnell-Big_Sky,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Colin_McConnell-Big_Sky.mp3,folkcountry
Cowboy_Poets-Longneck_For_A_Short_Goodbye,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Cowboy_Poets-Longneck_For_A_Short_Goodbye.mp3,folkcountry
Cozmic_Donkey-Waltzing_Burro,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Cozmic_Donkey-Waltzing_Burro.mp3,folkcountry
Creosote__AZ_-85,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Creosote__AZ_-85.mp3,folkcountry
Dan_Crump_Band-London_s_Calling_Home,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dan_Crump_Band-London_s_Calling_Home.mp3,folkcountry
DAVE_HARDIN-MEETIN_JESUS,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\DAVE_HARDIN-MEETIN_JESUS.mp3,folkcountry
DAVE_HARDIN-The_Tree,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\DAVE_HARDIN-The_Tree.mp3,folkcountry
David_Kendall-This_Time,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\David_Kendall-This_Time.mp3,folkcountry
David_Plumb-Oo_La_La,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\David_Plumb-Oo_La_La.mp3,folkcountry
Davin_Wood-Left_Behind,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Davin_Wood-Left_Behind.mp3,folkcountry
Day_One-Time__Acoustic_Live_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Day_One-Time__Acoustic_Live_.mp3,folkcountry
Dennis_Gilman_Band-Sweet_Casandra,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dennis_Gilman_Band-Sweet_Casandra.mp3,folkcountry
Derek_James-Firefly,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Derek_James-Firefly.mp3,folkcountry
Devon_Powell-With_You,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Devon_Powell-With_You.mp3,folkcountry
DeWayne_Spaw-Strong,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\DeWayne_Spaw-Strong.mp3,folkcountry
DOC_HOLIDAY_IT_ALL_COMES_BACK_TO_ME-What_Turns_You_On,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\DOC_HOLIDAY_IT_ALL_COMES_BACK_TO_ME-What_Turns_You_On.mp3,folkcountry
Dry_County-Alabama_Clay,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dry_County-Alabama_Clay.mp3,folkcountry
Dry_County-Lonelytown,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dry_County-Lonelytown.mp3,folkcountry
Dry_County-Money_To_Burn__Live_,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dry_County-Money_To_Burn__Live_.mp3,folkcountry
Dylan_Thomas_Vance-Mr_Franklin,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Dylan_Thomas_Vance-Mr_Franklin.mp3,folkcountry
Eclecticity_Music-Keep_On_Loving_Me,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Eclecticity_Music-Keep_On_Loving_Me.mp3,folkcountry
Ellie-Lost,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Ellie-Lost.mp3,folkcountry
Emory_Joseph-Daddy_John,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\Emory_Joseph-Daddy_John.mp3,folkcountry
ethan_joy-deadbeat_town,mp3,C:\users\user\studia\audio_clustering_autoencoder_versus_classic\datasets\music_audio_benchmark\folkcountry\ethan_joy-deadbeat_town.mp3,folkcountry
